job_id,job_title,skills,experience_level,education_level,label
7c8b597f,Backend-разработчик (язык GO),"go, postgresql, redis, kafka, rabbitmq, docker, kubernetes, ci/cd",Более 6 лет,Высшее образование,Backend Developer
9004cbc0,Программист Node.js + Flutter,"javascript, express, mongodb, redis, docker, ci/cd, git",От 1 года до 3 лет,Высшее образование,Mobile Developer
2792e9d3,C#/. NET-разработчик,".net, angular, sql, postgresql, git",От 3 до 6 лет,Среднее образование,Backend Developer
acba0318,QA AI specialist,"python, sql, docker, ci/cd, git, ml",От 1 года до 3 лет,Среднее образование,QA Engineer
6edc40e7,Senior Java-разработчик,"java, spring, postgresql, mongodb, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Высшее образование,Backend Developer
8e41bfa0,Senior/Flutter-разработчик,"fastapi, postgresql, redis, ci/cd",Более 6 лет,Высшее образование,Mobile Developer
888a7709,Flutter-разработчик (Mobile) / GeOnline,"ci/cd, git",От 1 года до 3 лет,Высшее образование,Mobile Developer
497bd563,MLOps/DevOps Specialist,"python, docker, kubernetes, ci/cd, linux, bash, ansible, terraform, ml, data science",От 1 года до 3 лет,Студент,Data Scientist
73ffc81c,QA manual,"sql, ci/cd, git, linux, ui/ux",От 1 года до 3 лет,Среднее образование,QA Engineer
91d13411,Android-разработчик (Middle/Senior),"java, ci/cd, git",От 3 до 6 лет,Высшее образование,Mobile Developer
f9a687d2,Senior Golang Developer (Adtech),"go, golang, sql, postgresql, mongodb, elasticsearch, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
3b6b5ddb,Backend-разработчик Python (junior +),"python, django",От 1 года до 3 лет,Среднее образование,Backend Developer
1091cb1d,Python-разработчик,"python, django, postgresql, redis, kafka, kubernetes",От 1 года до 3 лет,Среднее образование,Backend Developer
6fbfcd84,Middle/Middle+ PHP Developer,"go, php, postgresql, mysql, kafka, rabbitmq, docker, ci/cd, git, ansible",От 3 до 6 лет,Среднее образование,Backend Developer
ca1d87e4,Senior Go (Golang) Developer,"python, go, golang, sql, kafka, rabbitmq, docker, kubernetes, ci/cd",Более 6 лет,Высшее образование,Backend Developer
8de73514,Senior AI / ML Engineer (Applied AI Systems Lead),"python, fastapi, sql, docker, kubernetes, ml, pandas",От 3 до 6 лет,Высшее образование,Data Scientist
e4e51d81,Разработчик PHP / Старший разработчик PHP/ Ведущий разработчик PHP (ДЦКЗ),"php, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
ab4389a0,C#/.NET-разработчик,sql,От 3 до 6 лет,Высшее образование,Backend Developer
85f7d2f7,Middle Android Developer,"ci/cd, git",От 1 года до 3 лет,Высшее образование,Mobile Developer
f2ef0322,Backend разработчик,"python, go, postgresql",От 3 до 6 лет,Студент,Backend Developer
fb567707,Middle Backend Developer,"php, sql, postgresql, redis, rabbitmq, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
7bcf9e62,Backend Developer (Senior),"php, postgresql, mysql, redis",От 3 до 6 лет,Студент,Backend Developer
c481876b,Backend Go Developer,"go, golang, postgresql, redis, kafka, rabbitmq, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Студент,Backend Developer
2e1e73d4,Backend GO Developer,"go, golang, postgresql, ci/cd, git, linux",От 1 года до 3 лет,Студент,Backend Developer
ea4c3cd5,"Ведущий Backend разработчик (Java, Go)","java, go, spring, sql, redis, kafka, kubernetes",От 3 до 6 лет,Высшее образование,Backend Developer
59bd3546,Backend Developer (Go) + Python (Senior),"python, go, postgresql, redis, kafka, docker, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
95c41a6a,"Разработчик Backend Python, Django","python, django, postgresql, docker",От 3 до 6 лет,Студент,Backend Developer
dd4049a7,Senior Backend Developer (Go),"javascript, go, mysql, mongodb, kubernetes",От 3 до 6 лет,Высшее образование,Backend Developer
f01186a4,Middle Backend Разработчик (C#),"javascript, react, sql, postgresql",От 1 года до 3 лет,Высшее образование,Backend Developer
ef994a72,Backend-разработчик Senoir Java,"java, spring, sql, postgresql, redis, kafka, rabbitmq, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
f401c7e1,Backend разработчик (middle-senior),"python, java, go, spring, sql, postgresql, kafka, rabbitmq, docker, kubernetes, git",От 3 до 6 лет,Высшее образование,Backend Developer
b0748c9f,Python Developer,"python, go, sql, docker, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
ba7765b5,Системный администратор,"java, spring, git",Без опыта,Среднее образование,DevOps Engineer
0abc54c7,DevOps Engineer,"docker, ci/cd, linux",От 1 года до 3 лет,Студент,DevOps Engineer
7b404fef,Старший Java-разработчик / Senior Java Spring Developer,"java, spring, sql, elasticsearch, kafka, rabbitmq, docker, kubernetes, ci/cd, ml, pytorch, tensorflow",От 1 года до 3 лет,Среднее образование,Backend Developer
e06c014b,Fullstack разработчик (Java/Kotlin + Angular),"java, typescript, react, angular, spring, postgresql, redis, docker, kubernetes",От 3 до 6 лет,Высшее образование,Mobile Developer
e2e30d67,Senior IOS разработчик,"sql, ci/cd, ui/ux",От 3 до 6 лет,Высшее образование,Mobile Developer
cb33b961,Senior ML Engineer (LLM / RAG),"python, fastapi, sql, elasticsearch, docker, ci/cd, ml",От 3 до 6 лет,Студент,Data Scientist
34751d2a,Golang-Developer (Senior),"python, go, golang, mysql, kafka, rabbitmq, docker, kubernetes, ci/cd",Более 6 лет,Высшее образование,Backend Developer
0a485e2b,Senior Golang Developer,"go, golang, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Высшее образование,Backend Developer
ef276c6c,Backend-разработчик,"golang, sql, postgresql, mysql, kafka, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Среднее образование,Backend Developer
e42e7e6a,Backend-разработчик (Java),"java, spring, sql, kafka, rabbitmq, docker, kubernetes, ci/cd",От 1 года до 3 лет,Среднее образование,Backend Developer
13b951b5,Middle PHP Backend-разработчик Krisha.kz,"go, php, mysql, mongodb, redis, docker, kubernetes, ci/cd, git, linux",От 3 до 6 лет,Студент,Backend Developer
a63a1dce,"Java Backend Engineer / Solution Architect (AI-first, Fintech)","java, sql",От 1 года до 3 лет,Среднее образование,Backend Developer
0009046c,Senior Backend Engineer (Laravel / Event-Driven / High Load),"php, mysql, redis, kafka, docker",От 3 до 6 лет,Студент,Backend Developer
c6ac9d7b,Middle QA Engineer,"python, sql, postgresql, ci/cd",От 1 года до 3 лет,Среднее образование,QA Engineer
dc906ead,Senior специалист по информационной безопасности (IT Security),"postgresql, redis, docker, kubernetes, ci/cd, linux",Более 6 лет,Студент,Cybersecurity Analyst
8e7d634e,Python-разработчик,"python, fastapi, django, sql, mongodb, redis, docker, git",От 1 года до 3 лет,Студент,Backend Developer
32db56f5,Middle Android разработчик,"ci/cd, git",От 1 года до 3 лет,Студент,Mobile Developer
2b2fa54e,Android Developer,"ci/cd, git",От 3 до 6 лет,Студент,Mobile Developer
c3eace1e,Backend-разработчик,"php, sql, redis, docker, ci/cd, git",От 1 года до 3 лет,Среднее образование,Backend Developer
687df5a9,Backend Tech Lead,"python, php, mysql, docker, ci/cd, git, bash",От 3 до 6 лет,Высшее образование,Backend Developer
a1364f44,Junior Backend-разработчик (PHP),"php, sql, mysql, git",От 1 года до 3 лет,Высшее образование,Backend Developer
10a04e4b,Senior Python Backend Engineer,"python, fastapi, django, postgresql, redis, rabbitmq, docker, ci/cd, linux",От 3 до 6 лет,Студент,Backend Developer
16dc532e,Middle Java Backend Developer,"java, go, spring, mongodb, kafka, kubernetes, ci/cd",От 1 года до 3 лет,Высшее образование,Backend Developer
4a5f7931,Senior Java Backend Developer,"java, go, spring, postgresql, mongodb, redis, elasticsearch, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Высшее образование,Backend Developer
94cc6b82,Middle Python Backend Developer,"python, fastapi, django, postgresql, redis, rabbitmq, git",От 1 года до 3 лет,Высшее образование,Backend Developer
9fa40df4,Middle Fullstack / Backend Developer (AI-Native Architect),"python, javascript, postgresql, redis, docker, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
efd64e97,Backend Tech lead Python GO,"python, go, fastapi, django, postgresql, mongodb, redis, kafka, rabbitmq, docker, kubernetes, ci/cd, git, terraform",Более 6 лет,Высшее образование,Backend Developer
015470f0,Backend Java Developer \ Бэкенд-разработчик на Java,"java, golang, spring, sql, postgresql, mysql, mongodb, elasticsearch, kafka, rabbitmq, kubernetes, linux",От 1 года до 3 лет,Высшее образование,Backend Developer
008df3c8,Backend Golang Developer \ Бэкенд-разработчик на Go (Golang),"java, go, golang, spring, sql, postgresql, mysql, mongodb, elasticsearch, kafka, rabbitmq, docker, kubernetes, linux",От 1 года до 3 лет,Среднее образование,Backend Developer
d5e6e0dc,Mobile Developer (Kotlin / Android),"ci/cd, git, figma, ui/ux",От 3 до 6 лет,Высшее образование,Mobile Developer
be518ed8,Middle Full-Stack Developer Web Platform,"javascript, typescript, react, vue, express, postgresql, mongodb, docker, ci/cd, git",От 3 до 6 лет,Высшее образование,Full Stack Developer
e85ea4af,QA инженер Middle/Middle+,"python, sql, postgresql, ci/cd",От 3 до 6 лет,Студент,QA Engineer
deda2f27,Программист Mobile Developer,"javascript, react, ci/cd, git",От 1 года до 3 лет,Среднее образование,Mobile Developer
ba15692d,Программист (backend-разработчик) в госорганизацию,"java, sql",Без опыта,Высшее образование,Backend Developer
a63b2d21,Java Backend Developer (middle+/senior),"java, spring, docker, k8s, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
0912b48b,Senior .NET Developer (Backend),".net, sql, postgresql, mongodb, redis, kafka, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Высшее образование,Backend Developer
accaa33b,Backend разработчик (.NET) (Астана),"javascript, typescript, .net, postgresql, mongodb, redis, elasticsearch, kafka, docker, kubernetes, ci/cd, git, html, css",От 1 года до 3 лет,Высшее образование,Backend Developer
a1fb14aa,Android-разработчик во Freedom Business (middle/middle+),ci/cd,От 3 до 6 лет,Высшее образование,Mobile Developer
d1346752,Senior Backend Developer (PHP),"php, sql, postgresql, mysql, redis, elasticsearch, kafka, docker, git",От 3 до 6 лет,Высшее образование,Backend Developer
eb983926,"Backend Developer (Python, Django)","python, fastapi, django, sql, postgresql, mongodb, redis, rabbitmq, docker, kubernetes, ci/cd",От 3 до 6 лет,Среднее образование,Backend Developer
3572bd61,Senior Fullstack-разработчик (Go + React Native),"java, go, golang, react, sql, postgresql, redis, kafka, rabbitmq, docker, ci/cd, tailwind, jest",От 3 до 6 лет,Среднее образование,Frontend Developer
c8bd6867,React Front-end Developer,"javascript, typescript, react, docker, sass, jest",От 3 до 6 лет,Среднее образование,Frontend Developer
9ea9443b,Frontend-разработчик,"javascript, typescript, react, docker, ci/cd, git, tailwind",От 1 года до 3 лет,Высшее образование,Frontend Developer
0b016b05,Tech Lead / System Architect (Golang| Distributed Systems & IoT),"go, golang, postgresql, ci/cd, linux",От 3 до 6 лет,Высшее образование,Backend Developer
4438c9a7,Java разработчик (middle+\senior),"java, spring, postgresql, redis, elasticsearch, kafka, rabbitmq, git",От 1 года до 3 лет,Высшее образование,Backend Developer
6eda940b,Разработчик php,"php, sql, mysql, redis, rabbitmq, docker, git, linux, sass",Без опыта,Студент,Backend Developer
202e298a,QA Automation Engineer (Kotlin\Java),"java, ci/cd, git",От 1 года до 3 лет,Среднее образование,QA Engineer
743af493,Java Developer in Almaty,"java, spring, sql, postgresql, mysql, redis, kafka, rabbitmq, docker, kubernetes, ci/cd, git, linux",От 1 года до 3 лет,Высшее образование,Backend Developer
7829b291,Kotlin Developer,"java, spring, sql, postgresql, redis, kafka, docker, kubernetes, ci/cd, git",От 3 до 6 лет,Студент,Mobile Developer
